protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate
1,69,11,1427,77373,0,392,84,0.89,0.16,100,194,0.72,0.7,0.03,0.44,0.43,0.53,0.75
1,43,8,2595,76935,1,405,65,0.24,0.49,55,34,0.99,0.07,0.02,0.92,0.15,0.45,0.68
2,46,5,2276,27359,1,377,56,1,0.16,105,86,0.74,0.83,0.94,0.81,0.96,0.32,0.65
1,36,3,243,90225,1,267,40,0.26,0.88,176,150,0.84,0.94,0.34,0.2,0.67,0.16,0.03
2,66,2,2112,90883,0,306,46,0.74,0.93,243,117,0.48,0.96,0.38,0.71,0.43,0.99,0.86
0,57,1,3308,14492,0,343,77,0.42,0.4,74,30,0.1,0.43,0.47,0.26,0.11,0.03,0.38
1,6,4,945,87435,0,6,7,0.14,0.31,58,226,0.73,0.62,0.27,0.35,0.39,0.31,0.14
0,62,2,1026,17396,1,110,45,0.26,0.28,104,48,0.26,0.86,0.59,0.47,0.65,0.77,0.76
1,27,3,1523,28259,0,143,22,0.68,0.86,221,65,0.39,0.22,0.78,0.44,0.97,0.52,0.49
2,26,1,3108,63742,1,395,7,0.34,0.68,16,221,0.7,0.03,0.26,0.03,0.47,0.31,0.03
2,13,6,3692,60594,1,155,84,0.6,0.88,153,189,0.9,0.38,0.74,0.77,0.69,0.99,0.78
2,18,4,3049,73490,0,207,52,0.21,0.12,29,147,0.49,0.88,0.67,0.85,0.2,0.62,0.44
2,38,5,3321,58596,0,429,68,0.45,0.48,8,211,0.96,0.51,0.53,0.53,0.62,0.3,0.75
2,6,8,3306,40302,0,166,70,0.51,0.68,212,233,0.52,0.53,0.33,0.17,0.24,0.85,0.76
2,28,11,4238,53529,1,260,67,0.41,0.9,100,180,0.12,0.69,0.87,0.25,0.2,0.15,0.1
1,5,4,60,2668,0,462,3,0.2,0.38,123,254,0.52,0.57,0.4,0.13,0.51,0.46,0.61
1,59,6,4174,22917,1,173,58,0.46,0.31,183,254,0.86,0.05,0.37,0.17,0.21,0.84,0.36
0,45,3,3398,32284,0,394,67,0.69,0.91,52,41,0.54,0.56,0.64,0.88,0.72,0.98,0.55
1,53,8,2414,92688,1,121,54,0.96,0.05,91,93,0.75,0.65,0.92,0.48,0.94,0.38,0.09
1,2,3,3778,45050,0,438,9,0.79,0.48,77,235,0.55,0.64,0.51,0.11,0.39,0.14,0.59
0,49,7,3606,26003,1,413,54,0.16,0.46,154,97,0.55,0.73,0.72,0.25,0.32,0.57,0.78
0,63,7,389,66413,0,140,80,0.27,0.15,106,243,0.28,0.52,0.46,0.95,0.18,0.94,0.99
2,58,3,4616,15433,1,440,51,0.08,0.39,247,81,0.2,0.9,0.22,0.51,0.39,0.67,0.32
0,4,3,1675,33221,0,168,16,0.14,0.72,25,102,0.28,0.46,0.12,0.52,0.56,0.6,0.16
0,30,10,1777,53756,0,84,12,0.25,0.37,92,193,0.44,0.52,0.14,0.53,0.37,0.31,0.37
1,57,10,252,91375,0,421,20,0.2,0.31,73,178,0.81,0.78,0.02,0.11,0.62,0.61,0.02
2,47,11,3166,39113,0,194,53,0.21,0.78,121,41,0.83,0.83,0.55,0.97,0.66,0.88,0.41
0,18,8,1714,12378,1,276,31,0.23,0.99,26,123,0.16,0.65,0.13,0.08,0.1,0.38,0.91
2,44,11,2050,61672,0,268,94,0.3,0.78,204,33,0.55,0.13,0.87,0.7,0.7,0.24,0.19
2,52,3,695,12946,1,38,21,0.13,0.85,90,228,0.42,0.33,0.98,0.06,0.9,0.48,0.48
0,49,2,2093,52210,0,414,3,0.28,0.94,175,214,0.57,0.02,0.5,0.44,0.03,0.38,0.57
0,30,5,4748,52008,0,303,21,0.69,0.8,86,254,0.65,0.3,0.45,0.9,0.55,0.47,0.18
0,52,11,2572,9103,0,338,92,0.24,0.98,129,82,0.28,0.57,0.35,0.77,0.6,0.1,0.33
0,37,7,1505,64882,0,242,28,0.17,0.75,192,145,0.92,0.81,0.64,0.33,0.71,0.34,0.91
2,63,8,3668,91579,1,330,5,0.07,0.66,140,224,0.94,0.59,0.61,0.55,0.39,0.83,0.3
1,12,1,4513,440,1,199,71,0.5,0.69,152,84,0.11,0.04,0.34,0.17,0.82,0.4,0.64
2,17,2,2743,99299,0,298,69,0.84,0.9,30,243,0.7,0.26,0.34,0.96,0.54,0.97,0.14
2,34,7,4654,67647,1,5,73,0.06,0.68,14,183,0.03,0.58,0.64,0.71,0.41,0.71,0.67
2,28,9,3277,36868,1,432,47,0.54,0.76,246,215,0.05,0.71,0.55,0.37,0.72,0.37,0.28
0,4,3,1298,38983,0,477,85,0.65,0.22,151,220,0.96,0.87,0.72,0.32,0.93,0.25,0.23
0,46,8,4690,36236,0,371,20,0.59,0.91,130,174,0.69,0.97,0.94,0.24,0.81,0.69,0.12
1,14,10,3250,39241,1,383,38,0.88,0.45,131,90,0.32,0.89,0.78,0.79,0.93,0.3,0.05
1,13,3,2914,15907,1,355,37,0.87,0.16,6,187,0.67,0.47,0.3,0.43,0.27,0.93,0.97
1,58,4,3868,21650,0,103,58,0.06,0.8,211,71,0.85,0.75,0.76,0.33,0.12,0.12,0.41
2,49,2,2264,12031,0,435,17,0.36,0.36,149,105,0.87,0.24,0.45,0.91,0.53,0.03,0.78
1,50,9,3792,48867,0,396,42,0.67,0.18,237,57,0.02,0.06,0.78,0.15,0.04,0.22,0.92
2,67,5,2880,55644,0,138,92,0.95,0.26,20,20,0.82,0.06,0.89,0.26,0.67,0.61,0.2
0,21,5,2853,4460,0,293,95,0.8,0.03,149,169,0.85,0.24,0.25,0.34,0.24,0.83,0.87
2,51,4,3707,92950,0,381,97,0.18,0.09,40,239,0.6,0.04,0.24,0.26,0.45,0.17,0.71
0,38,5,2828,31135,0,66,32,0.28,0.59,196,75,0.48,0.85,0.43,0.59,0.66,0.58,0.58
0,26,1,215,94832,0,67,62,0.76,0.87,153,199,0.11,0.49,0.05,0.6,0.48,0.14,0.81
1,6,10,4565,8714,0,270,96,0.47,0.45,115,38,0.24,0.81,0.69,0.05,0.24,0.56,0.11
0,18,10,179,25281,0,47,87,0.55,0.63,124,27,0.49,0.94,0.75,0.14,0.88,0.02,0.26
1,6,6,2686,67295,1,404,21,0.61,0.81,71,137,0.87,0.99,0.35,0.2,0.76,0.56,0.13
1,41,11,376,65785,1,365,89,0.1,0.36,199,196,0.8,0.94,0.47,0.07,0.6,0.52,0.9
1,57,4,2728,54148,1,369,33,0.86,0.65,33,241,0.5,0.72,0.59,0.12,0.7,0.04,0.1
2,50,4,1827,37112,0,180,67,0.86,0.35,51,166,0.79,0.44,0.07,0.24,0.42,0.69,0.98
1,25,5,3226,58718,1,68,6,0.47,0.64,90,221,0.77,0.6,0.71,0.35,0.38,0.57,0.11
1,48,1,2327,80725,0,115,92,0.63,0.22,209,113,0.58,0.82,0.53,0.79,0.16,0.62,0.66
0,24,4,1502,6591,0,26,66,0.66,0.98,200,218,0.22,0.9,0.62,0.22,0.8,0.53,0.66
2,30,10,4944,26402,0,47,32,0.19,0.08,90,153,0.35,0.96,0.72,0.67,0.38,0.72,0.93
1,45,3,752,73244,1,207,64,0.11,0.51,117,14,0.16,0.73,0.68,0.06,0.69,0.53,0.32
1,43,5,3169,44438,0,73,26,0.02,0.29,79,37,0.01,0.54,0.1,0.66,0.3,0.92,0.33
1,56,10,249,6482,0,259,62,0.91,0.6,20,178,0.08,0.97,0.78,0.79,0.8,0.94,0.85
0,33,5,2820,91215,1,386,5,0.35,0.43,19,92,0.76,0.96,0.61,0.6,0.11,0.73,0.98
0,45,8,4736,88158,0,487,11,0.09,0.31,199,200,0.03,0.48,0.71,0.2,0.63,0.91,0.03
0,7,1,889,44953,1,425,74,0.47,0.25,184,170,0.4,0.65,0.26,0.33,0.81,0.92,0.64
1,18,3,4866,73986,1,30,79,0.08,0.18,56,203,0.99,0.81,0.22,0.81,0.66,0.26,0.24
1,45,5,4002,94329,0,421,82,0.09,0.78,237,54,0.8,0.43,0.83,0.43,0.7,0.99,0.73
1,37,11,3723,74875,1,465,49,0.49,0.22,1,125,0.75,0.83,0.39,0.26,0.53,0.27,0.77
1,21,3,3086,31254,1,3,78,0.51,0.77,167,163,0.27,0.11,0.58,0.93,0.56,0.02,0.76
1,44,6,2743,99208,0,9,92,0.58,0.49,37,123,0.64,0.48,0.55,0.64,0.07,0.96,0.44
0,30,10,4576,21426,0,8,94,0.66,0.07,18,31,0.5,0.48,0.59,0.81,0.25,0.22,0.16
1,11,3,1756,56608,0,9,62,0.67,0.17,200,98,0.62,0.68,0.07,0.02,0.72,0.58,0.58
2,8,6,2622,84059,0,376,60,0.43,0.89,79,250,0.44,0.12,0.3,0.34,0.95,0.97,0.79
1,5,8,1776,5143,1,401,77,0.64,0.6,242,123,0.53,0.1,0.07,0.46,0.54,0.05,0.91
0,8,4,4580,85098,0,152,84,0.3,0.18,134,174,0.99,0.9,0.48,0.59,0.73,0.27,0.45
1,5,8,3404,69683,1,456,2,0.44,0.7,252,228,0.33,0.3,0.9,0.19,0.68,0.61,0.25
2,10,7,2074,47814,0,142,89,0.39,0.82,101,145,0.22,0.33,0.39,0.5,1,0.76,0.12
1,15,11,3096,86309,1,438,59,0.33,0.33,22,113,0.45,0.78,0.78,0.69,0.8,0.81,0.8
2,56,11,1085,67883,0,336,76,0.24,0.56,11,85,0.52,0.41,0.29,0.35,0.63,0.88,0.54
2,55,4,3729,47448,1,274,25,0.08,0.29,218,90,0.09,0.83,0.86,0.69,0.12,0.17,0.67
0,3,3,4328,54653,0,497,68,0.51,0.08,72,233,0.81,0.4,0.42,0.39,0.36,0.37,0.16
2,41,5,1487,83511,1,472,42,0.54,0.4,9,92,0.42,0.76,0.36,0.47,0.25,0.71,0.01
1,10,5,348,51393,0,423,76,0.34,0.75,141,181,0.41,0.53,0.7,0.13,0.85,0.72,0.97
2,7,7,413,20012,1,372,71,0.98,0.46,131,128,0.66,0.94,0.51,0.65,0.45,0.31,0.81
1,63,11,2453,47539,0,431,55,0.56,0.41,195,22,0.77,0.33,0.34,0.22,0.54,0.3,0.4
1,63,1,3452,14720,0,27,38,0.89,0.37,135,186,0.99,0.36,0.06,0.83,0.96,0.32,0.46
1,26,9,2563,25430,0,348,96,0.57,0.46,195,169,0.17,0.97,0.17,0.55,0.84,0.89,0.93
1,34,2,1009,99054,0,71,43,0.19,0.32,203,3,0.35,0.74,0.77,0.56,0.79,0.91,0.21
0,39,9,4382,13683,0,482,70,0.97,0.61,46,92,0.17,0.77,0.92,0.91,0.14,0.01,0.8
1,60,9,781,57063,1,219,53,0.89,0.06,58,63,0.88,0.3,0.17,0.17,0.02,0.33,0.02
0,69,3,3079,92479,1,290,91,0.47,0.81,28,228,0.55,0.53,0.57,0.53,0.13,0.39,0.88
2,26,7,4452,41198,1,256,99,0.24,0.17,245,66,0.85,0.31,0.03,0.38,0.74,0.98,0.59
1,62,3,2628,6535,0,103,21,0.22,0.63,234,46,0.99,0.26,0.29,0.97,0.41,0.94,0.48
2,10,8,3975,96225,0,147,20,0.81,0.45,31,212,0.55,0.54,0.45,0.79,0.12,0.63,0.71
0,54,8,2186,63402,1,390,19,0.07,0.77,52,232,0.12,0.99,0.74,0.76,0.74,0.05,0.07
1,31,3,3319,84615,0,158,33,0.64,0.83,251,242,0.36,0.21,0.04,0.2,0.19,0.19,0.2
1,38,5,1206,6156,1,348,63,0.64,0.2,137,228,0.04,0.24,0.78,0.24,0.59,0.43,0.41
0,25,7,3796,64896,0,140,68,0.18,0.68,91,136,0.85,0.24,0.2,0.03,0.74,0.96,0.62
2,65,1,4518,37404,1,143,60,0.7,0.19,204,39,0.02,0.79,0.76,0.64,0.61,0.09,0.14
0,50,3,4492,80561,1,109,19,0.71,0.12,8,153,0.59,0.51,0.63,0.37,0.99,0.79,0.38
2,24,1,304,42276,1,423,28,0.35,0.93,108,207,0.11,0.38,0.34,0.31,0.43,0.19,0.26
2,27,2,3454,18688,0,359,22,0.48,0.16,233,94,0.01,0.84,0.72,0.64,0.31,0.51,0.65
2,50,7,2273,107,1,320,51,0.83,0.23,86,47,0.26,0.3,0.24,0.83,0.2,0.77,0.92
1,50,7,850,34372,1,64,88,0.52,0.13,18,162,0.55,0.39,0.22,0.13,0.5,0.69,0.17
0,15,3,494,51060,0,271,63,0.62,0.47,120,68,0.08,0.07,0.06,0.92,0.85,0.78,0.19
1,17,6,3555,65199,0,186,62,0.41,0.92,222,57,0.61,0.12,0.39,0.03,0.95,0.81,0.6
0,29,6,2674,73457,0,356,94,0.15,0.26,49,214,0.67,0.14,0.1,0.1,0.97,0.31,0.45
2,5,2,3430,24942,1,323,29,1,0.54,11,153,0.97,0.35,0.42,0.84,0.53,0.36,0.72
1,11,9,3149,23547,0,1,74,0.53,0.41,117,201,0.9,0.52,0.01,0.49,0.61,0.82,0.29
1,52,8,3347,56853,0,7,32,0.34,0.34,130,87,0.57,0,0.16,0.94,0.58,0.04,0.54
1,34,2,3949,27485,0,393,73,0.71,0.57,157,62,0.79,0.19,0.93,0.46,0.47,0.51,0.39
2,33,4,504,52746,0,1,25,0.62,0.56,183,39,0.36,0.18,0.8,0.93,0.15,0.92,0.28
0,49,9,4702,97564,0,261,16,0.23,0.36,53,248,0.59,0.25,0.24,0.24,0.07,0.89,0.73
2,31,4,2654,2921,1,47,15,0.88,0.85,154,114,0.4,0.17,0.72,0.62,0.44,0.8,0.8
1,18,7,3406,64770,1,356,59,0.07,0.05,179,122,0.34,0.2,0.67,0.99,0.19,0.02,0.33
1,5,5,3517,94380,0,266,48,0.61,0.09,206,204,0.73,0.98,0.18,0.38,0.89,0.89,0.62
2,30,10,2704,1740,0,2,18,0.48,0.99,247,206,0.3,0.59,0.37,0,0.76,0.91,0.18
1,45,6,3764,80631,0,23,23,0.32,0.75,92,135,0.38,0.76,0.91,0.06,0.62,0.66,0.79
1,38,1,1579,68354,1,359,55,0.83,0.8,227,95,0.37,0.82,0.74,0.86,0.05,0.3,0.28
0,29,4,1761,83273,1,477,42,0.66,0.6,6,6,0.87,0.67,0.76,0.49,0.62,0.49,0.17
0,36,5,4132,57795,1,440,3,0.76,0.42,100,215,0.17,0.7,0.56,0.54,0.62,0.76,0.94
0,9,6,313,6140,0,403,71,0.41,0.63,12,182,0.38,0.63,0.67,0.8,0.44,0.81,0.42
0,23,6,4315,53568,1,422,52,0.94,0.09,250,123,0.89,0.65,0.51,0.81,0.66,0.34,0.64
0,3,5,2687,61880,1,303,11,0.34,0.76,162,83,0.02,0.93,0.74,0.48,0.86,0.33,0.81
0,56,3,1718,92347,1,84,55,0.53,0.54,121,213,0.95,0.19,0.73,0.86,0.76,0.74,0.69
1,40,11,4499,60853,0,204,88,0.93,0.96,198,19,0.9,0.27,0.03,0.47,0.47,0.69,0.56
1,56,2,3626,25460,1,459,99,0.08,0.64,127,246,0.42,0.09,0.63,0.68,0.26,0.51,0.37
0,58,7,4574,6993,1,227,25,0.11,0.15,192,175,0.65,0.84,0.63,0.03,0.48,0.42,0.92
2,31,1,823,49894,1,436,92,0.99,0.48,37,19,0.99,0.45,0.07,0.14,0.95,0.66,0.13
0,11,5,4315,54741,0,252,76,0.97,0.06,125,236,0.55,0.91,0.41,0.85,0.82,0.03,0.88
1,42,4,2414,81435,1,305,87,0.77,0.75,165,34,0.1,0.41,0.9,0.31,0.03,0.08,0.71
2,3,7,4779,7005,0,455,81,0.48,0.5,8,171,0.85,0.44,0.95,0.33,0.78,0.57,0.57
2,57,2,3820,73164,0,151,41,0.51,0.37,165,141,0.13,0.45,0.78,0.66,0.17,0.21,0.32
2,14,11,1969,26615,1,247,37,0.26,0.97,120,164,0.26,0.61,0.15,0.59,0.57,0.77,0.15
1,46,8,3103,18946,0,306,82,0.43,0.94,232,25,0.87,0.77,0.37,0.08,0.81,0.77,0.44
2,19,9,3066,50412,1,17,55,0.43,0.95,225,97,0.26,0.35,0.18,0.77,0.56,0.71,0.78
1,60,10,1759,78004,1,304,9,0.04,0.22,116,56,0.75,0.63,0.65,0.62,0.4,0.9,0.75
1,31,1,3125,61849,0,377,99,0.45,0.73,233,21,0.45,0.2,0.77,0.86,0.32,0.14,0.65
0,36,5,4052,80387,1,2,36,0.48,0.95,174,34,0.76,0.55,0.88,0.54,0.31,0.26,0.99
1,32,4,2281,13199,1,197,57,0.67,0.57,31,110,0.23,0.55,0.86,0.41,0.84,0.25,0.97
2,63,5,4924,97115,1,446,63,0.52,0.21,226,25,0.42,0.89,0.1,0.37,0.83,0.78,0.4
1,26,9,4838,30901,0,341,82,0.86,0.82,139,82,0.32,0.9,0.13,0,0.82,0.52,0.19
1,65,3,3034,79975,0,269,20,0.37,0.88,164,107,0.25,0.49,0.91,0.04,0.28,0.25,0.46
0,2,1,1123,23823,0,61,85,0.41,0.7,196,11,0.31,0.02,0.84,0.13,0.8,0.14,0.84
0,45,11,1234,2334,1,267,47,0.57,0.29,145,19,0.32,0.84,0.46,0.93,0.04,0.89,0.46
1,25,3,674,48200,1,472,20,0.2,0.19,250,177,0.96,0,0.43,0.88,0.21,0.69,0.34
1,40,4,2702,66138,0,97,6,0.39,0.62,250,177,0.53,0.48,0.55,0.5,0.51,0.53,0.74
1,18,2,2305,65196,0,283,73,0.69,0.48,16,162,0.46,0.02,0.6,0.18,0.41,0.97,0.65
0,12,1,1268,48437,1,247,93,0.41,0.67,30,130,0.5,0.35,0.25,0.15,0.11,0.85,0.97
0,24,1,3221,15034,0,35,29,0.91,0.11,39,30,1,0.64,0.4,0.26,0.04,0.18,0.55
2,43,8,4719,30613,1,274,77,0.62,0.14,44,109,0.65,0.37,0.62,0.91,0.61,0.51,0.97
2,32,4,4194,85227,0,469,91,0.15,0.36,241,38,0.7,0.93,0.21,0.52,0.31,0.49,0.29
2,47,2,3794,76360,1,68,49,0.49,0.26,197,15,0.31,0.64,1,0.8,0.02,0.84,0.86
2,45,10,4078,71392,1,189,6,0.76,0.62,232,75,0.47,0.65,0.28,0.51,0.43,0.15,0.35
0,35,3,2059,12159,1,41,39,0.64,0.37,116,216,0.18,0.37,0.55,0.61,0.31,0.45,0.81
0,9,8,1249,19685,0,96,32,0.89,0.68,37,60,0.69,0.04,0.55,0.61,0.58,0.64,0.93
1,10,6,4029,2301,1,171,49,0.75,0.77,235,132,0.34,0.74,0.45,0.03,0.93,0.95,0.62
2,65,8,2860,23479,0,433,43,0.06,0.19,154,83,0.75,0.72,0.24,0.45,0.31,0.9,0.73
1,59,10,3513,56993,1,395,28,0.11,0.92,220,221,0.21,0.53,0.57,0.86,1,0.53,0.96
1,57,5,3219,14073,1,67,45,0.65,0.79,211,14,0.4,0.42,0.09,0.49,0.09,0.61,0.38
0,10,3,178,3566,1,435,65,0.24,0.63,149,114,0.47,0.54,0.39,0.44,0.09,0.85,0.51
1,19,6,2199,22937,0,308,50,0.59,0.91,92,81,0.17,0.75,0.22,0.53,0.71,0.74,0.9
1,50,10,4930,81094,1,119,54,0.79,0.27,19,8,0.07,0.71,0.12,0.38,0.75,0.88,0.67
0,68,8,4677,51628,0,341,51,0.58,0.42,100,77,0.32,0.66,0.93,0.52,0.42,0.9,0.87
0,5,5,4291,65263,1,171,43,0.42,0.09,139,215,0.54,0.9,0.7,0.14,0.29,0.83,0.62
0,29,5,2529,79596,1,186,64,0.65,0.46,147,93,0.65,0.61,0.17,0.97,0.79,0.01,0.74
0,5,3,2255,61914,0,462,95,0.14,0.51,69,111,0.43,0.01,0.95,0.03,0.96,0.31,0.01
2,60,3,935,64075,0,70,30,0.72,0.62,130,139,0.5,0.62,0.22,0.48,0.99,0.4,0.34
2,65,8,956,7120,1,499,82,0.7,0.06,25,80,0.54,0.61,0.24,0.21,0.63,0.68,0.77
2,28,11,2473,31636,0,245,93,0.51,0.03,115,50,0.51,0.07,0.13,0.06,0.74,0.31,0.4
1,1,1,1085,18773,1,413,42,0.28,0.42,90,236,0.09,0.43,0.73,0.65,0.82,0.32,0.36
2,29,4,4662,18214,0,159,38,0.8,0.19,30,87,0.41,0.65,0.57,0.99,0.8,0.4,0.95
0,51,9,3434,85993,1,495,87,0.51,0.76,17,76,0.2,0.7,0.06,0.75,0.99,0.96,0.55
2,36,6,2665,62508,0,284,86,0.06,0.67,85,38,0.53,0.89,0.03,0.25,0.81,0.44,0.19
0,32,6,2992,93526,0,107,66,0.92,0.33,212,152,0.76,0.84,0.53,0.49,0.66,0.14,0.47
2,64,10,1101,64178,0,434,69,0.77,0.05,146,95,0.58,0.12,0.65,0.05,0.38,0.01,0.52
2,14,11,4982,21213,0,36,15,0.58,0.18,111,166,0.22,0.61,0.82,0.53,0.6,0.24,0.99
0,32,11,2976,29712,1,348,61,0.44,0.69,208,228,0.21,0.6,0.48,0.1,0.88,0.94,0.72
0,9,7,283,41555,0,403,96,0.96,0.99,92,125,0.04,0.3,0.68,0.79,0.31,0.95,0.52
1,11,11,4471,57534,0,195,6,0.78,0.33,76,190,0.43,0.18,0.73,0.06,0.03,0.53,0.43
1,48,7,3790,68998,0,268,78,0.53,0.8,40,184,0.43,0.2,0.61,0.01,0.33,0.65,0.92
1,51,6,2819,64950,1,484,24,0.65,0.87,249,65,0.24,0.18,0.35,0.86,0.96,0.8,0.65
2,4,9,787,15856,1,472,85,0.28,0.05,134,90,0.76,0.81,0.13,0.94,0.79,0.06,0.36
2,41,8,4468,55070,0,76,14,0.2,0.92,88,17,0.39,0.15,0.65,0.09,0.19,0.37,0.46
0,25,8,856,77917,1,280,12,0.27,0.47,242,100,0.67,0.26,0.77,0.28,0.01,0.64,0.28
0,17,2,1698,58462,1,321,55,0.29,0.96,171,145,0.64,0.22,0.19,0.74,0.67,0.9,0.96
1,47,7,2680,20151,0,348,68,0.74,0.54,198,229,0.6,0.71,0.49,0.54,0.58,0.73,0.7
0,8,1,2133,83025,1,80,44,0.14,0.24,145,27,0.91,0.16,0.4,0.95,0.08,0.35,0.39
2,58,10,4194,68391,0,405,85,0.78,0.97,170,89,0.02,0.02,0.21,0.39,0.97,0.91,0.18
0,1,8,2421,72039,0,478,81,0.52,0.24,147,222,0.07,0.37,0.25,0,0.62,0.66,0.18
0,2,3,2805,79860,1,98,93,0.38,0.88,111,233,0.72,0.31,0.24,0.02,0.65,0.83,0.48
0,10,11,3931,84079,1,282,51,0.3,0.17,240,25,0.35,0.4,0.42,0.56,0.85,0.39,0.47
0,27,9,624,14129,0,118,80,0.51,0.67,55,102,0.99,0.75,0.39,0.75,0.34,0,0.42
0,13,5,4178,46998,0,419,82,0.32,0.41,92,96,0.22,0.01,0.55,0.79,0.56,0.17,0.85
1,63,7,1600,20530,0,223,38,0.43,0.97,253,204,0.18,0.04,0.09,0.91,0.58,0.93,0.98
1,11,7,0,25381,1,252,41,0.74,0.18,157,177,0.59,0.26,0.58,0.23,0.97,0.03,0.35
2,14,9,4781,71560,1,80,44,0.63,0.41,113,58,0.28,0.89,0.02,0.74,0.13,0.6,0.29
1,26,2,4345,42760,1,314,75,0.75,0.64,182,213,0.34,0.17,0.26,0.83,0.76,0.41,0.77
0,69,4,4505,18291,1,170,96,0.71,0.98,199,234,0.92,1,0.5,0.84,0.58,0.43,0.45
1,39,8,1409,79128,0,413,92,0.82,0.3,211,226,0.03,0.81,0.69,0.41,0.85,0.4,0.22
2,28,5,3867,33904,1,157,16,0.2,0.4,251,124,0.53,0.46,0.77,0.63,0.83,0.07,0.18
1,17,11,4585,20515,1,393,98,1,0.46,8,1,0.33,0.75,0.04,0.55,0.01,0.12,0.28
2,37,5,2970,622,1,334,50,0.48,0.25,8,141,0.35,0.52,0.54,0.6,0.26,0.06,0
2,27,3,2587,7245,0,377,94,0.72,0.82,69,181,0.25,0.57,0.35,0.28,0.18,0.05,0.94
2,67,5,798,87579,1,328,38,0.68,0.09,43,21,0.13,0.58,0.69,0.68,0.46,0.09,0.43
0,68,7,942,80831,0,2,86,0.57,0.7,98,1,0.03,0.65,0.28,0.71,0.91,0.7,0.08
2,47,4,3462,63532,1,203,5,1,0.53,50,205,0.99,0.06,0.74,0.2,0.01,0.11,0.16
1,34,8,1327,64439,0,258,9,0.22,0.24,213,159,0.66,0.62,0.6,0.44,0.49,0.26,0.32
1,18,11,694,38191,0,251,77,0.42,0.49,4,61,0.78,0.72,0.79,0.42,0.88,0.66,0.55
1,35,6,3416,66951,0,367,39,0.13,0.83,108,215,0.07,0.31,0.98,0.75,0.93,0.11,0.7
2,18,6,4230,83982,0,146,87,0.18,0.45,36,3,0.01,0.98,0.91,0.67,0.66,0.91,0.31
2,34,6,185,99992,1,325,27,0.71,0.12,133,203,0.6,0.14,0.59,0.48,0.83,0.48,0.96
0,33,4,477,4158,1,378,32,0,0.04,241,157,0.72,0.91,0.89,0.65,0.32,0.96,0.76
2,43,3,4096,24122,1,441,64,0.89,0.78,215,246,0.39,0.68,0.15,0.26,0.29,0.19,0.83
1,27,10,2897,95388,0,455,95,0.63,0.33,19,176,0.39,0.66,0.04,0.23,0.05,0.03,0.32
0,48,6,3015,58882,0,407,33,0.44,0.93,170,82,0.38,0.88,0.53,0.24,0.5,0.59,0.38
1,69,6,3815,96533,0,275,90,0.33,0.62,110,190,0.15,0.83,0.97,0.03,0.46,0.33,0.54
0,22,2,1685,66660,0,19,18,0.13,0.44,143,25,0.75,0.35,0.71,0.69,0.37,0.57,0.45
2,34,10,991,58238,1,442,76,0.92,0.56,186,162,0.22,0.71,0.31,0.99,0.11,0.47,0.26
0,43,9,2749,87208,1,368,67,0.71,0.46,14,18,0.32,0.05,0.67,0.31,0.23,0.46,1
2,16,4,4365,58899,0,467,5,0.34,0.91,48,241,0.67,0.46,0.04,0.93,0.2,0.85,0.85
2,14,4,2945,18834,1,433,78,0.07,0.46,72,193,0,0.94,0.47,0.61,0.94,0.19,0.24
1,39,10,3398,6490,0,429,59,0.33,0.1,201,28,0.77,0.27,0.24,0.22,0.97,0.5,0.89
2,12,11,194,41746,1,252,76,0.18,0.6,104,4,0.9,0.05,0.05,0.01,0,0.42,0.59
2,55,8,2302,9167,1,488,4,0.79,0.62,75,119,0.05,0.58,0.25,0.72,0.17,0.67,0.01
2,6,3,78,70465,0,284,16,0.72,0.77,108,116,0.59,0.36,0.72,0.7,0.89,0.05,0.35
1,40,10,3946,69824,1,331,75,0.5,0.93,110,149,0.41,0.38,0.55,0.23,0.04,0.53,0.03
2,13,7,1121,19330,0,50,48,0.89,0.44,82,70,0.08,0.58,0.02,0.33,0.94,0.48,0.09
1,69,7,3221,75927,1,395,66,0.18,0.35,63,21,0.68,0.62,0.41,0.9,0.38,0.97,0.18
0,24,2,785,28453,0,311,77,0.45,0.49,55,229,0.61,0.44,0.75,0.16,0.54,0.76,0.48
1,59,3,2861,14263,0,137,8,0.71,0.9,32,94,0.64,0.51,0.95,0.84,0.76,0.15,0.38
1,46,4,446,27855,0,398,44,0.07,0.98,236,148,0.81,0.99,0.87,0.17,0.24,0.51,0.15
2,44,2,4218,84956,1,226,21,0.37,0.97,164,126,0.29,0.96,0,0.48,0.1,0.78,0.39
1,11,9,2723,36843,1,221,26,0.57,0.23,109,169,0.68,0.71,0.22,0.5,0.81,0.52,0.3
0,61,10,1581,89644,0,113,35,0.37,0.5,85,224,0.74,0.16,0.21,0.47,0.98,0.36,0.41
1,36,11,358,69203,0,149,15,0.48,0.26,219,181,0.17,0.36,0.41,0.29,0.66,0.38,0.17
2,10,6,2286,79278,1,48,40,0.61,0.37,112,121,0.96,0.88,0.65,0.25,0.83,0.37,0.61
0,1,1,1765,74332,0,58,30,0.37,0.03,106,128,0.34,0.42,0.15,0.73,0.94,0.02,0.04
