,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,labels
8285,1,22,9,279,3731,1,5,13,1.0,0.0,220,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,1
8286,1,22,9,330,837,1,16,16,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8287,1,56,9,81,1226,1,1,1,1.0,0.0,47,14,0.3,0.09,0.02,0.0,0.02,0.07,0.0,1
8288,1,19,5,0,0,0,55,18,0.33,0.07,255,14,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
8289,1,22,9,319,7333,1,18,18,1.0,0.0,64,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,1
8290,2,40,9,516,4,0,381,381,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
8291,1,54,5,0,0,0,265,19,0.07,0.06,255,19,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
8292,1,22,1,0,0,0,1,1,1.0,0.0,43,247,1.0,0.0,0.02,0.06,0.0,0.0,1.0,1
8293,1,29,1,0,0,0,213,8,0.04,0.07,255,8,0.03,0.08,0.0,0.0,0.0,0.0,1.0,0
8294,1,25,5,0,0,0,295,24,0.08,0.05,255,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
8295,1,45,5,0,0,0,243,4,0.02,0.06,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
8296,1,17,5,0,0,0,68,18,0.26,0.06,255,43,0.17,0.04,0.01,0.0,1.0,1.0,0.0,0
8297,1,45,5,0,0,0,122,16,0.13,0.05,255,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
8298,1,45,5,0,0,0,127,6,0.05,0.06,255,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
8299,1,1,9,20492,15564,1,1,1,1.0,0.0,7,7,1.0,0.0,0.14,0.0,0.14,0.14,0.14,1
8300,2,11,9,46,84,0,299,299,1.0,0.0,255,215,0.84,0.01,0.0,0.0,0.0,0.0,0.0,1
8301,1,3,5,0,0,0,242,10,0.04,0.06,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
8302,1,50,9,2805,335,1,1,5,1.0,0.0,255,122,0.48,0.03,0.0,0.0,0.0,0.0,0.0,1
8303,1,22,9,226,4512,1,5,5,1.0,0.0,18,255,1.0,0.0,0.06,0.03,0.0,0.0,0.0,1
8304,1,19,9,12,0,0,1,1,1.0,0.0,55,110,0.64,0.07,0.64,0.02,0.02,0.0,0.0,1
8305,1,18,9,1222,2449,1,1,1,1.0,0.0,255,93,0.36,0.02,0.0,0.0,0.0,0.0,0.01,0
8306,1,22,9,54540,8314,1,2,2,1.0,0.0,100,100,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0
8307,1,50,9,1189,412,1,1,1,1.0,0.0,24,166,0.88,0.12,0.04,0.01,0.0,0.0,0.04,1
8308,1,22,9,282,3200,1,7,7,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8309,2,40,9,145,105,0,1,1,1.0,0.0,255,2,0.01,0.61,0.96,0.0,0.0,0.0,0.0,1
8310,1,45,5,0,0,0,117,12,0.1,0.06,255,14,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0
8311,1,20,5,0,0,0,242,3,0.01,0.07,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
8312,1,9,5,0,0,0,289,24,0.08,0.05,255,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
8313,1,53,5,0,0,0,251,23,0.09,0.06,255,23,0.09,0.07,0.0,0.0,1.0,1.0,0.0,0
8314,0,13,9,30,0,0,2,2,1.0,0.0,208,208,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
8315,1,22,9,289,8891,1,19,20,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8316,1,38,5,0,0,0,204,4,0.02,0.06,255,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
8317,1,22,9,246,707,1,16,16,1.0,0.0,56,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,1
8318,1,29,5,0,0,0,239,3,0.01,0.05,255,3,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0
8319,1,52,5,0,0,0,208,12,0.06,0.06,255,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
8320,1,45,5,0,0,0,262,13,0.05,0.07,255,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
8321,1,50,9,898,331,1,2,1,0.5,1.0,114,73,0.64,0.05,0.01,0.0,0.01,0.0,0.0,1
8322,1,22,1,0,0,0,1,1,1.0,0.0,96,255,1.0,0.0,0.02,0.1,0.0,0.0,0.46,1
8323,1,22,9,213,998,1,13,13,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8324,1,40,1,0,0,0,510,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,0.88,0
8325,1,40,1,0,0,0,357,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.9,0
8326,2,11,9,44,70,0,207,207,1.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,1
8327,2,45,9,105,0,0,2,2,1.0,0.0,216,171,0.79,0.01,0.01,0.0,0.0,0.0,0.0,1
8328,2,45,9,105,145,0,4,1,0.25,0.5,255,220,0.86,0.01,0.0,0.0,0.0,0.0,0.0,1
8329,1,19,9,192,0,1,1,1,1.0,0.0,62,124,0.35,0.06,0.35,0.02,0.0,0.0,0.0,1
8330,1,40,1,0,0,0,440,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,0
8331,1,45,5,0,0,0,18,9,0.5,0.22,255,9,0.04,0.09,0.0,0.0,1.0,1.0,0.0,0
8332,1,56,9,75,919,1,1,1,1.0,0.0,65,19,0.28,0.05,0.02,0.11,0.25,0.84,0.0,1
8333,1,45,1,0,0,0,108,20,0.19,0.07,232,20,0.09,0.06,0.0,0.0,0.0,0.0,1.0,0
8334,1,29,1,0,0,0,240,7,0.03,0.07,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,0
8335,1,22,9,336,1656,1,3,4,1.0,0.0,118,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,1
8336,1,22,1,0,0,0,1,1,1.0,0.0,3,2,0.67,0.67,0.33,0.0,0.0,0.0,0.67,1
8337,1,22,9,224,458,1,1,24,1.0,0.0,8,255,1.0,0.0,0.12,0.07,0.0,0.0,0.0,1
8338,1,45,5,0,0,0,13,1,0.08,0.38,255,3,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0
8339,1,45,5,0,0,0,148,18,0.12,0.05,255,3,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
8340,1,22,5,0,0,0,4,1,0.25,0.5,255,61,0.24,0.02,0.0,0.0,1.0,1.0,0.0,0
8341,1,22,9,302,3909,1,2,2,1.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0,0.0,1
8342,1,22,9,314,16806,1,1,33,1.0,0.0,1,47,1.0,0.0,1.0,0.06,0.0,0.0,0.0,1
8343,1,45,1,0,0,0,96,9,0.09,0.06,255,9,0.04,0.05,0.0,0.0,0.0,0.0,1.0,0
8344,0,13,9,8,0,0,1,25,1.0,0.0,2,82,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0
8345,1,54,5,0,0,0,204,14,0.07,0.06,255,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
8346,1,22,9,181,5830,1,1,1,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,1
8347,1,25,5,0,0,0,239,23,0.1,0.05,255,23,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
8348,1,2,1,0,0,0,241,1,0.0,0.07,255,1,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0
8349,1,45,5,0,0,0,146,18,0.12,0.06,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
8350,2,11,9,46,138,0,12,78,1.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
8351,1,22,9,334,3751,1,3,3,1.0,0.0,21,255,1.0,0.0,0.05,0.06,0.0,0.0,0.0,1
8352,1,22,9,241,443,1,4,4,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8353,2,11,9,91,0,0,4,9,1.0,0.0,197,134,0.68,0.01,0.68,0.0,0.0,0.0,0.0,1
8354,1,58,5,0,0,0,178,1,0.01,0.08,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
8355,2,45,9,1,0,0,4,4,1.0,0.0,255,4,0.02,0.21,1.0,0.0,0.0,0.0,0.0,0
8356,1,22,9,214,1650,1,7,52,1.0,0.0,90,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,1
8357,1,23,5,0,0,0,59,17,0.29,0.1,255,17,0.07,0.08,0.0,0.0,1.0,1.0,0.0,0
8358,2,11,9,45,70,0,84,84,1.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
8359,1,22,5,0,0,0,2,11,1.0,0.0,11,255,1.0,0.0,0.18,0.01,0.09,0.01,0.0,1
8360,1,22,9,145,532,1,2,2,1.0,0.0,3,255,1.0,0.0,0.33,0.19,0.0,0.0,0.33,1
8361,2,11,9,45,45,0,181,180,0.99,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
8362,1,22,9,173,11889,1,7,7,1.0,0.0,213,213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8363,1,50,9,1616,501,1,1,1,1.0,0.0,255,32,0.13,0.06,0.0,0.0,0.65,0.0,0.01,1
8364,2,11,9,102,0,0,1,2,1.0,0.0,27,25,0.93,0.11,0.11,0.0,0.0,0.0,0.0,1
8365,1,22,9,293,1293,1,24,38,1.0,0.0,135,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,1
8366,1,45,5,0,0,0,42,21,0.5,0.07,255,21,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
8367,2,11,9,44,135,0,67,147,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8368,1,22,1,0,0,0,1,1,1.0,0.0,44,255,1.0,0.0,0.02,0.09,0.0,0.0,1.0,1
8369,1,22,9,268,10333,1,5,5,1.0,0.0,12,255,1.0,0.0,0.08,0.03,0.0,0.01,0.0,1
8370,1,44,5,0,0,0,133,10,0.08,0.07,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
8371,1,22,9,283,1637,1,4,6,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8372,1,22,5,0,0,0,1,1,1.0,0.0,8,127,1.0,0.0,0.12,0.16,1.0,0.06,0.0,1
8373,1,50,9,1400,330,1,1,3,1.0,0.0,121,93,0.77,0.03,0.01,0.0,0.0,0.0,0.0,1
8374,1,37,5,0,0,0,138,16,0.12,0.07,255,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0
8375,1,45,1,0,0,0,1,1,1.0,0.0,14,1,0.07,1.0,0.07,0.0,0.0,0.0,0.86,0
8376,2,11,9,45,137,0,74,154,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8377,2,40,9,516,4,0,399,399,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
8378,1,22,9,293,1193,1,1,2,1.0,0.0,124,231,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
8379,1,51,5,0,0,0,223,11,0.05,0.05,255,11,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0
8380,1,45,5,0,0,0,93,3,0.03,0.08,255,18,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0
8381,1,22,9,212,5383,1,6,6,1.0,0.0,6,255,1.0,0.0,0.17,0.04,0.0,0.0,0.0,1
8382,1,40,1,0,0,0,1,1,1.0,0.0,4,2,0.5,0.5,0.25,0.0,0.0,0.0,0.5,1
8383,1,8,5,0,0,0,247,4,0.02,0.06,255,15,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
8384,1,22,9,197,1463,1,1,1,1.0,0.0,66,255,1.0,0.0,0.02,0.07,0.0,0.0,0.0,1
8385,2,45,9,1,0,0,142,105,0.74,0.04,255,146,0.57,0.05,1.0,0.0,0.0,0.0,0.0,0
8386,0,14,9,520,0,0,480,480,1.0,0.0,118,118,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8387,0,13,9,8,0,0,1,11,1.0,0.0,1,25,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0
8388,2,40,9,147,105,0,4,2,0.5,0.5,255,2,0.01,0.83,1.0,0.0,0.0,0.0,0.0,1
8389,1,22,9,330,930,1,14,17,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8390,1,58,5,0,0,0,284,10,0.04,0.05,255,10,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0
8391,1,19,9,383,0,1,2,2,1.0,0.0,255,102,0.4,0.03,0.4,0.0,0.01,0.01,0.0,1
8392,1,40,1,0,0,0,399,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.89,0
8393,1,22,9,240,381,1,14,15,1.0,0.0,14,255,1.0,0.0,0.07,0.04,0.0,0.04,0.0,1
8394,1,18,9,1560,4152,1,1,1,1.0,0.0,64,22,0.34,0.08,0.02,0.0,0.02,0.0,0.0,1
8395,1,22,9,340,388,1,20,20,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8396,1,22,6,235,4097,1,1,1,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,1
8397,1,22,9,229,4900,1,5,18,1.0,0.0,22,255,1.0,0.0,0.05,0.03,0.0,0.0,0.0,1
8398,1,17,5,0,0,0,278,10,0.04,0.06,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
8399,1,58,2,0,0,0,257,19,0.07,0.07,255,19,0.07,0.07,0.0,0.0,0.0,0.0,1.0,0
8400,1,50,5,0,0,0,227,1,0.0,0.06,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
8401,1,36,5,0,0,0,145,24,0.17,0.05,255,23,0.09,0.07,0.0,0.0,1.0,1.0,0.0,0
8402,2,11,9,44,70,0,303,303,1.0,0.0,255,217,0.85,0.01,0.0,0.0,0.0,0.0,0.0,1
8403,1,45,5,0,0,0,143,20,0.14,0.05,255,20,0.08,0.05,0.0,0.0,1.0,1.0,0.0,0
8404,1,19,9,12,0,1,1,1,1.0,0.0,255,5,0.02,0.01,0.02,0.0,0.0,0.0,0.0,1
8405,1,22,9,339,11763,1,15,16,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8406,1,19,5,0,0,0,29,4,0.14,0.14,255,60,0.24,0.02,0.02,0.0,1.0,1.0,0.0,0
8407,1,45,1,0,0,0,2,1,0.5,1.0,255,1,0.0,0.49,0.47,0.0,0.0,0.0,0.47,0
8408,1,50,9,854,366,1,1,1,1.0,0.0,33,49,0.73,0.09,0.03,0.04,0.0,0.0,0.0,1
8409,1,22,7,352,13336,1,1,1,1.0,0.0,133,255,1.0,0.0,0.01,0.04,0.01,0.0,0.13,1
8410,1,56,9,421,38780,1,1,1,1.0,0.0,53,8,0.13,0.06,0.02,0.25,0.0,0.12,0.0,1
8411,1,22,1,0,0,0,1,1,1.0,0.0,35,255,1.0,0.0,0.03,0.12,0.0,0.0,1.0,1
8412,1,22,9,302,4743,1,12,54,1.0,0.0,12,255,1.0,0.0,0.08,0.06,0.0,0.01,0.0,1
8413,1,22,1,0,0,0,227,11,0.05,0.07,255,11,0.04,0.08,0.0,0.0,0.0,0.0,1.0,0
8414,2,45,9,1,1,0,4,1,0.25,0.5,255,1,0.0,0.99,0.02,0.0,0.2,0.0,0.78,0
8415,1,4,5,0,0,0,299,11,0.04,0.05,255,2,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
8416,2,11,9,45,132,0,67,147,1.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,1
8417,1,22,9,282,7104,1,7,17,1.0,0.0,29,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,1
8418,1,50,2,0,0,0,232,8,0.03,0.07,255,8,0.03,0.07,0.0,0.0,0.0,0.0,1.0,0
8419,1,22,5,0,0,0,48,16,0.33,0.08,255,62,0.24,0.02,0.0,0.0,1.0,1.0,0.0,0
8420,0,13,9,8,0,0,1,10,1.0,0.0,1,101,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0
8421,2,11,9,46,46,0,142,142,1.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
8422,1,4,5,0,0,0,270,13,0.05,0.06,255,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
8423,1,22,9,305,1496,1,3,3,1.0,0.0,3,255,1.0,0.0,0.33,0.05,0.0,0.0,0.0,1
8424,1,36,1,0,0,0,2,1,0.5,1.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
8425,1,22,9,318,1342,1,1,1,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8426,1,22,1,0,0,0,1,1,1.0,0.0,230,192,0.83,0.01,0.0,0.0,0.0,0.0,0.83,1
8427,1,51,5,0,0,0,110,7,0.06,0.06,255,7,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0
8428,1,9,5,0,0,0,266,1,0.0,0.06,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
8429,1,45,5,0,0,0,114,12,0.11,0.06,16,12,0.75,0.19,0.06,0.0,1.0,1.0,0.0,0
8430,1,22,9,330,1321,1,6,6,1.0,0.0,6,255,1.0,0.0,0.17,0.04,0.0,0.0,0.0,1
8431,1,45,5,0,0,0,299,12,0.04,0.05,255,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
8432,2,11,9,43,75,0,192,192,0.99,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
8433,0,14,9,30,0,0,1,1,1.0,0.0,205,205,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
8434,1,6,5,0,0,0,286,13,0.05,0.06,255,13,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
8435,1,17,5,0,0,0,25,4,0.16,0.16,255,53,0.21,0.04,0.01,0.0,1.0,1.0,0.0,0
8436,1,6,5,0,0,0,112,3,0.03,0.06,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
8437,1,45,1,0,0,0,268,11,0.04,0.07,255,11,0.04,0.08,0.0,0.0,0.0,0.0,1.0,0
8438,2,11,9,46,77,0,19,19,1.0,0.0,94,54,0.57,0.02,0.01,0.0,0.0,0.0,0.0,1
8439,2,11,9,43,69,0,212,212,1.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
8440,1,45,1,0,0,0,258,16,0.06,0.06,255,16,0.06,0.06,0.0,0.0,0.0,0.0,1.0,0
8441,2,45,9,28,0,0,43,43,1.0,0.0,255,43,0.17,0.01,0.17,0.0,0.0,0.0,0.0,0
8442,1,22,9,335,1579,1,7,7,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8443,1,22,9,204,260,1,16,16,1.0,0.0,16,255,1.0,0.0,0.06,0.09,0.0,0.0,0.0,1
8444,1,45,5,0,0,0,101,19,0.19,0.06,255,32,0.13,0.06,0.0,0.0,1.0,1.0,0.0,0
8445,0,13,9,30,0,0,1,1,1.0,0.0,255,4,0.02,0.01,0.08,0.0,0.0,0.0,0.0,1
8446,1,45,1,0,0,0,288,15,0.05,0.06,255,30,0.12,0.07,0.0,0.0,0.0,0.0,1.0,0
8447,1,22,9,292,1254,1,2,2,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8448,1,22,9,225,370,1,21,21,1.0,0.0,132,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,1
8449,1,45,5,0,0,0,70,12,0.17,0.09,255,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
8450,1,22,9,217,6329,1,8,9,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8451,1,22,5,0,0,0,5,6,1.0,0.0,255,255,1.0,0.0,0.01,0.0,0.01,0.01,0.0,1
8452,2,11,9,33,0,0,1,2,1.0,0.0,222,34,0.14,0.03,0.14,0.06,0.0,0.0,0.0,1
8453,1,50,9,805,328,1,1,1,1.0,0.0,227,159,0.7,0.02,0.0,0.0,0.0,0.0,0.0,1
8454,1,40,4,1,0,0,2,2,1.0,0.0,255,2,0.01,0.7,1.0,0.0,0.0,0.0,1.0,0
8455,1,53,5,0,0,0,130,14,0.11,0.06,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
8456,1,22,9,211,22075,1,2,2,1.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1
8457,1,22,9,225,453,1,30,30,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8458,1,50,9,1429,364,1,1,1,1.0,0.0,111,89,0.8,0.03,0.01,0.0,0.0,0.0,0.0,1
8459,2,11,9,33,0,0,1,3,1.0,0.0,43,38,0.26,0.09,0.26,0.08,0.0,0.0,0.0,1
8460,1,26,1,0,0,0,145,18,0.12,0.06,255,18,0.07,0.06,0.0,0.0,0.0,0.0,1.0,0
8461,2,40,9,146,105,0,5,1,0.2,0.6,40,1,0.03,0.75,0.98,0.0,0.0,0.0,0.0,1
8462,1,45,5,0,0,0,102,2,0.02,0.07,255,25,0.1,0.05,0.0,0.0,1.0,1.0,0.0,0
8463,1,45,5,0,0,0,184,8,0.04,0.07,255,17,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
8464,1,12,5,0,0,0,229,1,0.0,0.42,255,1,0.0,0.38,0.9,0.0,0.57,1.0,0.33,0
8465,1,22,9,229,770,1,18,20,1.0,0.0,18,255,1.0,0.0,0.06,0.05,0.0,0.0,0.0,1
8466,1,27,5,0,0,0,106,6,0.06,0.07,255,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
8467,1,15,1,0,0,0,129,2,0.02,0.07,255,2,0.01,0.06,0.0,0.0,0.0,0.0,1.0,0
8468,2,11,9,42,132,0,207,206,1.0,0.01,96,63,0.66,0.02,0.01,0.0,0.0,0.0,0.0,1
8469,1,7,1,0,0,0,129,5,0.04,0.07,255,5,0.02,0.08,0.0,0.0,0.0,0.0,1.0,0
8470,1,26,5,0,0,0,51,15,0.29,0.06,255,15,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0
8471,1,25,5,0,0,0,208,10,0.05,0.05,255,10,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0
8472,2,11,9,43,74,0,124,124,0.99,0.02,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
8473,1,22,1,0,0,0,21,21,1.0,0.0,40,120,1.0,0.0,0.03,0.17,0.0,0.0,0.9,1
8474,1,45,5,0,0,0,281,15,0.05,0.06,255,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
8475,1,45,5,0,0,0,198,16,0.08,0.07,255,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
8476,1,43,9,150,13042,1,1,1,1.0,0.0,255,7,0.03,0.02,0.0,0.0,0.0,0.0,0.0,1
8477,2,11,9,24,24,0,1,2,1.0,0.0,255,249,0.98,0.01,0.0,0.0,0.0,0.0,0.0,1
8478,1,22,9,326,2235,1,1,6,1.0,0.0,3,255,1.0,0.0,0.33,0.06,0.0,0.0,0.0,1
8479,1,45,5,0,0,0,145,8,0.06,0.06,255,28,0.11,0.05,0.0,0.0,1.0,1.0,0.0,0
8480,1,20,1,0,0,0,235,12,0.05,0.06,255,12,0.05,0.07,0.0,0.0,0.0,0.0,1.0,0
8481,1,22,9,199,3039,1,1,1,1.0,0.0,76,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,1
8482,1,22,9,309,7732,1,11,11,1.0,0.0,11,255,1.0,0.0,0.09,0.02,0.0,0.0,0.0,1
8483,1,40,4,1,0,0,2,2,1.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,0
8484,1,45,1,0,0,0,146,16,0.11,0.06,255,15,0.06,0.07,0.0,0.0,0.0,0.0,1.0,0
8485,2,40,9,145,105,0,1,1,1.0,0.0,255,1,0.0,0.62,0.96,0.0,0.0,0.0,0.0,1
8486,0,13,9,8,0,0,1,51,1.0,0.0,2,72,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0
8487,1,22,1,0,0,0,1,1,1.0,0.0,9,255,1.0,0.0,0.11,0.33,0.0,0.0,1.0,1
8488,1,56,5,0,0,0,67,17,0.25,0.06,255,62,0.24,0.02,0.01,0.0,1.0,1.0,0.0,0
8489,1,22,9,302,572,1,3,3,1.0,0.0,3,255,1.0,0.0,0.33,0.03,0.0,0.0,0.0,1
8490,1,8,5,0,0,0,246,9,0.04,0.07,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
8491,1,22,9,305,3248,1,2,2,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8492,1,19,9,0,5150772,0,1,1,1.0,0.0,9,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8493,1,45,5,0,0,0,238,18,0.08,0.06,255,18,0.07,0.08,0.0,0.0,1.0,1.0,0.0,0
8494,1,45,5,0,0,0,204,10,0.05,0.04,255,11,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0
8495,1,45,5,0,0,0,243,12,0.05,0.07,255,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0
8496,1,45,5,0,0,0,206,2,0.01,0.07,255,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
8497,1,50,9,2181,330,1,1,1,1.0,0.0,11,10,0.91,0.18,0.09,0.0,0.0,0.0,0.0,1
8498,1,22,9,222,4945,1,6,11,1.0,0.0,19,255,1.0,0.0,0.05,0.01,0.0,0.0,0.05,1
8499,1,45,5,0,0,0,236,20,0.08,0.06,255,8,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
8500,1,22,9,202,1382,1,5,24,1.0,0.0,15,255,1.0,0.0,0.07,0.05,0.0,0.0,0.0,1
8501,1,50,9,13549,1858,1,1,3,1.0,0.0,85,176,0.76,0.04,0.01,0.01,0.01,0.0,0.0,1
8502,1,22,5,0,0,0,40,14,0.35,0.1,122,34,0.28,0.03,0.02,0.0,0.98,1.0,0.0,0
8503,1,40,4,1,0,0,2,2,1.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,0
8504,1,22,9,331,1271,1,1,27,1.0,0.0,91,248,1.0,0.0,0.01,0.03,0.01,0.0,0.0,1
8505,1,58,5,0,0,0,8,4,0.5,0.38,255,10,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0
8506,1,22,9,332,1167,1,32,32,1.0,0.0,182,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
8507,1,22,9,304,2824,1,19,19,1.0,0.0,97,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,1
8508,1,52,5,0,0,0,10,5,0.5,0.3,255,5,0.02,0.09,0.0,0.0,1.0,1.0,0.0,0
8509,1,50,9,774,332,1,1,2,1.0,0.0,83,80,0.76,0.06,0.01,0.03,0.0,0.0,0.0,1
